title,author,average_rating,rating_number,description,images,categories,parent_asin
"Mongoose, R.I.P.","{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'William E. Buckley', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.5,47,"['From Publishers Weekly', ""Arguably, this is the best of the Blackford Oakes series. Since we first met him at a callow 26, in Saving the Queen, Oakes has maturedhe's become more worn around the edges, less abrasive and, as a result, more likable. It is now 1963; Castro and Khrushchev are bickering. With the help of the CIA (Operation Mongoose), President Kennedy is involved in three separate plots to assassinate Castro. The first twopresenting Castro with a toxic wetsuit and supplying his mistress with poison pills (both were actually attempted)fail. The third, providing a disillusioned Castro protege with a rifle (also a real CIA plan) looks the most promising. Oakes is sent to Cuba to help coordinate the uprising that will inevitably follow. Suddenly the CIA discovers that Castro is about to launch a medium-range missile (left from the Cuban missile crisis) at Dallas, Tex., and the president. It's up to Oakes to prevent an escalation of the Cold War. Buckley has abandoned straightforward narration for a series of rapid-fire, cinematic scenes that are sometimes confusing as they jump from Washington, D.C., to Moscow to Havana. On the plus side, this high-flying thriller is grounded in reality, thanks to Dorothy McCartney, research editor of the National Review, whose help Buckley acknowledges. Readers will enjoy the sheer exuberance of this all too plausible caper. Major ad/promo; Troll Book Club Main selection. Copyright 1987 Reed Business Information, Inc."", 'From Library Journal', ""Blackford Oakes plays a relatively quiescent part in this retelling of the Kennedy assassination, which links Oswald to the Castro regime. Learning that the Soviets have secretly left behind a single missile after the U.S. challenge, Castro masterminds a scenario that will see Kennedy dead whether by bullet or ballistic missile. Vital to the story's plot are various documented attempts on Castro's life, one Oakes's assignment, and the love affair between Blacky and Sally Partridge. With a deft ear for the Cuban phrase and respect for technical detail, Buckley has again loosed the fox among the pigeons with satisfying results. Troll Book Club main selection. Barbara Conaty, Library of CongressCopyright 1988 Reed Business Information, Inc.""]","[{'large': 'https://m.media-amazon.com/images/I/416HthzYcQL._SX371_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]","['Mystery, Thriller & Suspense', 'Thrillers & Suspense']",0394559312
Need You Now - A Story of Hope,"{'avatar': 'https://m.media-amazon.com/images/I/41jLBGz3XML._SY600_.jpg', 'name': 'Susanna Foth Aughtmon', 'about': ['Susanna is a storyteller and loves making people laugh. Laughing is her favorite. She graduated from Bethany University with a BA in Social Science emphasizing psychology and early childhood education. She and her hilarious husband, Scott, (he paid her to say that) have three giant teenage boys. They are the joy of her life (when they are not trying to scare or tickle her.) After the birth of their first son, Susanna decided to stay home as a full-time mom and follow her passion of writing. She loves connecting with her readers and hearing the stories of how Jesus has turned their lives inside out for the better. For fun, she likes to eat chocolate, read lots of fiction and drink coffee with her girlfriends.']}",4.8,281,"['About the Author', 'Plumb: Recording artist, songwriter, performer, and now author Plumb has sold more than three million albums and singles worldwide, co-penned songs for numerous other artists, and established herself as a respected artist in genres as varied as Christian, pop, and EDM music. She is the proud mother of three and lives just outside of Nashville, Tennessee, with her husband, Jeremy. Susanna Foth Aughtmon: Author and speaker Susanna Foth Aughtmon is the mother of three and the wife of Scott, the lead pastor of Pathway Church, in Redwood City, California. Using humor, authenticity, and the truth of scripture, she connects with her readers through her many books including, I Blame Eve: Freedom from Perfectionism, Control Issues and the Tendency to Listen to Talking Snakes.']","[{'large': 'https://m.media-amazon.com/images/I/41xc4WvYKZL._SX332_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],0990617211
Fire Cracker,"{'avatar': 'https://m.media-amazon.com/images/I/61rBqsmOAEL._SY600_.jpg', 'name': 'Shirley Kennett', 'about': [""I've worn a number of hats, including those of corporate analyst, business systems programmer, independent computer consultant , and pet store employee (the one who cleans the cages), but my writer's hat is by far the most comfortable - and most satisfying - of them all. I've been a mystery fan as long as I can remember, which may have had something to do with growing up in a converted turn-of-the-century funeral home."", ""I've been involved with computers most of my life. In my consulting career, I focused on improving the quality of patient care through computerized clinical applications. Conducting business with clients around the country from my home office, I was a pioneer of telecommuting before the word was commonplace."", 'As Shirley Kennett, I write the PJ Gray series of suspense/police procedural novels and short stories. As Dakota Banks, I write the Mortal Path series of paranormal thrillers.', ""I'm a St. Louis native and a member of the Mystery Writers of America, the American Crime Writers League, Science Fiction and Fantasy Writers of America,Horror Writers Association, and International Thriller Writers. My hobbies are reading (not surprising), gardening, and photography.""]}",5.0,3,"['From', 'Booklist', 'P. J. Gray, psychologist and computer whiz, is feeling pretty satisfied with herself after successfully solving her first case as head of the St. Louis Police Department\'s Computerized Homicide Investigations Project. But she doesn\'t have much time to rest on her laurels: someone is using brilliantly engineered computer scams to alter hospital records, making lethal adjustments in prescribed treatments and drug dosages that have caused the deaths of two patients. Using virtual-reality computer simulations, P. J. reenacts the murders, hoping she\'ll find a clue to the killer\'s identity. Instead, she finds that a fiendish computer hacker has prepared a series of horrifying computerized ""clues"" to warn her of more deaths to come. P. J. and her feisty partner, Detective Leo Schultz, combine their considerable skills to mount a devious trap for the killer, who will stop at nothing to exact the revenge he\'s spent his entire life plotting. Kennett\'s gripping, thoroughly entertaining read will appeal to fans of Patricia Cornwell\'s Kay Scarpetta mysteries.', 'Emily Melton']","[{'large': 'https://m.media-amazon.com/images/I/51YWRR2GREL._SX314_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",['Literature & Fiction'],1575661810
Bisous and Brioche: Classic French Recipes and Family Favorites from a Life in France,"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/9t1c6e1baugl7elr1uo5fbv4e6._SY600_.jpg', 'name': 'Laura Bradbury', 'about': ['Laura Bradbury is the author of the bestselling Grape Series, an award-winning cookbook Bisous and Brioche, the Winemakers Series, and ""huggable"" rom coms such as Oxford Wild.', 'She has a law degree from Keble College, Oxford but Laura’s true love was always storytelling.', ""She married a Frenchman and ran off to France after graduation so she would have something to write about. Now Laura lives between Burgundy, France and an island off Canada's West Coast with her French husband and their three daughters. She can be found writing, reading, or eating snails with a nice glass of Pinot."", 'Sign up for her beloved monthly Grapevine at www.bit.ly/LauraBradburyNewsletter or find her on IG at https://www.instagram.com/laurabradburywriter or www.laurabradbury.com']}",4.7,100,"['Review', '""With its celebration of French essential cooking and stunning photography, this beautiful book should be a fixture of any Francophile kitchen.""―Lindsey Tramuta, author of', 'The New Paris', 'and', 'The New Parisienne', '""An exceptional cookbook filled with simple but elegant recipes that dispel the myth that French cooking is complicated. The recipes and descriptions are a revelation. The mysteries of French cuisine, SOLVED! I think this book might actually improve my marriage."" ―Janice MacLeod, New York Times bestselling author of', 'Paris Letters', '""A feast of a book, chock full of authentic, mouth-watering recipes as well as insider hints and tips to inspire new and seasoned cooks alike. Bon appétit!"" ―Fiona Valpy, bestselling author of', 'The Dressmaker’s Gift', '""Fans of Bradbury’s Grape Series will delight at the chance to bring a little bit of French flavour to their tables.', 'Bisous & Brioche', 'brings together recipes handed down through generations with the stories behind them. If you can’t share a glass of wine in Bradbury’s Burgundian kitchen as she prepares a meal for you, this is the next best thing.""―Mardi Michels, author of', 'In the French Kitchen with Kids', 'About the Author', 'Laura Bradbury', 'is the author of the novel', 'A Vineyard for Two', 'and the bestselling Grape Series memoirs, which recount how she followed her heart and found l’amour in the Beaune region of France. Laura, her husband Franck, and their three daughters divide their time between Victoria, BC, and Villers-la-Faye in Burgundy where they own and manage three vacation properties.', 'Rebecca Wellman', 'is a photographer who has specialized in food and lifestyle photography, recipe development, and food styling since 2007. In 2017, Rebecca released', 'First, We Brunch', ', a book of recipes and stories from Victoria’s best-loved breakfast joints. Rebecca lives in Victoria, BC, and is a frequent contributor for Vancouver Island’s', 'EAT Magazine', '.']","[{'large': 'https://m.media-amazon.com/images/I/41cLBhMwKyS._SX361_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],1771513160
Local Honey,"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/f0qa31setadkj3p887mrpih2qf._SY600_.jpg', 'name': 'Jo Stewart Wray', 'about': [""Jo Stewart Wray is the author of Games of Greed, Queen of the World Walkers, Deep South Gold, Local Honey, Deep South Secrets, Voodoo Charlie, Red Rage, and The Cheapskate's Guide to Home Decorating: How to Make, Find, or Buy Inexpensive but Stylish Décor."", ""She also is an indie one of one art-to-wear clothing designer for her brand Wild Flower Heart and owns an antiques store in Kilmichael, MS, Jo Wray's Antiques. Check out more about Jo Stewart Wray at www.shopwildflowerheart.com, Instagram @luvwildflowerheart,or on facebook - Jo Stewart Wray."", 'Send any questions you have to wildflowerheart17@yahoo.com', 'Jo is a retired teacher. She taught for 37 years.']}",3.0,4,[],"[{'large': 'https://m.media-amazon.com/images/I/41nXGtBNMzL._SX331_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",['Literature & Fiction'],1503581098
NICET Fire Alarm Systems Level 1 Study Guide,,4.4,222,[],"[{'large': 'https://m.media-amazon.com/images/I/51F8x8VAljL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]",[],172028881X
"Appropriate: The Houses Of Joseph Esherick (Environmental Design Archives at the University of California, Berkeley Series) (Environmental Design Archives ... University of California, Berkeley Series","{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Marc Treib', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.6,13,[],"[{'large': 'https://m.media-amazon.com/images/I/61eyG1yBXaL._SX218_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]",['Arts & Photography'],0974621439
Elegance: A Guide to Quality in Menswear,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'G. Bruce Boyer', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.4,26,[],"[{'large': 'https://m.media-amazon.com/images/I/31+XGpENXBL._SX258_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],0393304388
Ed Delahanty in the Emerald Age of Baseball,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Jerrold I. Casway', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.5,18,"['Review', ""“Long before the Red Sox traded Babe Ruth to the Yankees, Ed Delahanty was the 'King of Swatsville.' A player for the Philadelphia Phillies and the Washington Senators who still holds the record for the fourth highest lifetime batting average, Delahanty “personified the flamboyant, exciting spectator-favorite, the Casey-at-the-bat, Irish slugger” writes Jerrold Casway in"", 'Ed Delahanty in the Emerald Age of Baseball', "". He was the “handsome masculine athlete who was expected to live as large as he played.” And he did: Gambling his way into a drinking problem, he turned up dead at the bottom of Niagara's Horseshoe Falls.” ―"", 'The Washington Post', '""Jerrold Casway. . . has written a book that takes the romantic sheen off nineteenth-century baseball. The focus of his study is the Hall of Fame outfielder and first baseman Edward Delahanty, one of the most feared batsmen of his time. More substantively, Casway places Delahanty at the fore of the ethnic and labor strife that marked early professional baseball. Poor Ed Delahanty ended up at the bottom of Niagara Falls. Whether he jumped, was pushed, or dumped remains a mystery, although each scenario was plausible given professional baseball\'s penchant for treating its ethnic workforce as interchangeable parts in its myth-making machine."" ―', 'Journal of American Culture', '"". . . Casway provides valuable insight into baseball\'s past, paying tribute to an athlete, who, as fellow Irishman John McGraw noted, was unquestionably', 'the Babe Ruth of his day.', '"" ―', 'North Dakota Quarterly', '“. . . Casway. . . provides a colorful study of the life and times of one of baseball’s earliest sluggers at a time when the game was the unchallenged national pastime. Casway has written a fascinating, carefully researched biography of a long-neglected baseball hero that will appeal to scholars as well as general readers.', 'Ed Delahanty in the Emerald Age of Baseball', 'is a valuable contribution to our understanding of the culture and evolution of the national pastime at the turn of the century.” ―', 'History: Reviews of New Books', '“Baseball enthusiasts will find this book one of the most satisfying biographies of recent years. . . Readers who approach this volume from the perspective of Irish Studies will find something even more rewarding in the larger story that underpins Casway’s book. ―', 'Irish Literary Supplement', '“. . . impressive and persuasive. . . Casway. . . shows us how baseball when it was evolving. . . can help us better appreciate the joys and miseries of baseball today.” ―', 'The Virginia Quarterly Review', '“. . . this book presents an interesting picture of the early days of baseball. One hundred years hasn’t really changed the sport. Many young men still come into fame and fortune before they are mature enough to handle it. Delahanty’s demise stands as an eerie precursor to those athletes of the modern era whose careers were cut short by drug use.” ―', 'The Tampa Tribune', '""I recommend Jerrold Casway’s new book. . . . Through Delahanty’s career, Mr. Casway ably tells the story of the wars between the National League and the upstart American League that culminated in the National Agreement and ended in the comparably settled Deadball Era."" ―', 'New York Sun', '“Sad and compelling . . . this is a lucid examination of the ‘behind the scenes’ complexities of the national pasttime. . . . This is not an uplifting story, but it is essential for understanding how difficulties in a fledgling sport led to the unfortunate downfall of a great athlete.” ―', 'ForeWord', '"". . . this is an estimable biography. If Ed Delahanty has been a neglected figure in baseball history, now, thanks to Jerrold Casway\'s dedication and perseverance, he has finally received the kind of thorough treatment he has long deserved."" ―', 'Journal of Sport History', 'About the Author', 'Jerrold Casway is professor of history and chair of the Social Sciences/Teacher Education Division at Howard Community College in Columbia, Maryland. He specializes in early modern Irish history and nineteenth-century baseball.']","[{'large': 'https://m.media-amazon.com/images/I/51EZashb2YL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]",['Biographies & Memoirs'],0268022917
I'll Ride For My Hood: A Salty Love Story,"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/prjr0aibo811vs12gai1ebpurg._SY600_.jpg', 'name': 'Aleta Williams', 'about': ['Bestselling Author of The Salty: A Ghetto Soap Opera, Why Me? and Why Her? Series.', ""Aleta Williams writes to entertain and inspire. She grew up in Watts, California, a small city located in South Central Los Angeles. She resides in Seal Beach, California, with her husband and three children. Writing for her is a hobby, a stepping stone to where God is taking her. She believes her calling is to become an inspirational/motivational speaker for teens and women who struggled with an abnormal childhood just like her. At six years old, Aleta witnessed her mothers' murder. With no one to help her get through the tragedy, she used anger as a defense mechanism to help her deal with hurt, pain, and loneliness. Aleta later joined a gang, which led her to become a teen mother. Aleta does not believe being a teen parent is the norm and doesn't condone it, but she considers her firstborn was God's way of saving her life. It wasn't until she gave birth to her daughter that the fear of leaving her alone in a world she thought was cruel that she began to change her life around. Aleta finished school. She became a banker for 11yrs until she took her gift to write as an outlet to enjoy life."", 'Twelve years later, Aleta is a ghost writer; she directed her first movie based on her debut In The Hood, formally known as Zipcodez. She also has several books and collaborations.']}",4.6,122,[],"[{'large': 'https://m.media-amazon.com/images/I/51Df8r1JKmS.jpg', 'variant': 'MAIN'}]",['Literature & Fiction'],B01A8H529I
By Tim Wise White Like Me: Reflections on Race from a Privileged Son [Paperback],,5.0,6,[],"[{'large': 'https://m.media-amazon.com/images/I/41jKmJfOFIL._SX303_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],B00RWSPUK8
The Liquor King of the Blue Ridge and Other Stories of Aho,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Roy Ellis Weaver', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",5.0,4,[],"[{'large': 'https://m.media-amazon.com/images/I/51Js-1KGdoL._SX331_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",['History'],1515289036
Outage,"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/tkvsgk32i0idoh6kgkri32he6t._SY600_.jpg', 'name': 'T.W. Piperbrook', 'about': [""For NEW RELEASE ALERTS AND A FREE STORY, sign up for the author's mailing list at: http://eepurl.com/qy_SH"", 'LIKE him on Facebook at: www.facebook.com/twpiperbrook', 'T.W. Piperbrook lives in Connecticut with his wife and son. He is the author of the CONTAMINATION series, the OUTAGE series, and co-author of THE LAST SURVIVORS. In his former lives, he has worked as a claims adjuster, a touring musician, and a business systems analyst for a Fortune 500 company.', 'Now he spends his days fighting zombies, battling werewolves, and roaming Ancient cities.', 'ALIVE AGAIN (Brand New Post-Apocalyptic Zombie Series) Books 1 and 2 out NOW!', 'The Sandstorm Series - New Sci-Fi Dystopian Series! (Complete)', 'SANDSTORM - BOOK 1 OUT NOW!', 'WINDSWEPT - BOOK 2 OUT NOW!', 'DUSTBORN - BOOK 3 OUT NOW!', 'WAR TORN - BOOK 4 (FINAL BOOK) JUST RELEASED JANUARY 2020!', 'CONTAMINATION SERIES:', 'Contamination Prequel - FREE', 'Contamination 1: The Onset', 'Contamination 2: Crossroads', 'Contamination 3: Wasteland', 'Contamination 4: Escape', 'Contamination 5: Survival', 'Contamination 6: Sanctuary', 'Contamination 7: Resistance', 'Contamination: Dead Instinct (Standalone)', 'OUTAGE HORROR SUSPENSE SERIES (Complete):', 'Outage', 'Outage 2: The Awakening', 'Outage 3: Vengeance', 'Outage 4: The Reckoning', 'Outage 5: The Change', 'Outage: Control (SHORT ""EPILOGUE"" STORY TO BE READ AT END OF SERIES, NOT A STANDALONE)', 'THE LAST SURVIVORS SERIES (w/Bobby Adair - Complete):', 'The Last Survivors (Book One)', 'The Last Escape (Book Two)', 'The Last Humanity (Book Three)', 'The Last Command - (Book Four)', 'The Last Refuge (Book Five)', 'The Last Conquest (Book Six)', 'THE RUINS (SEQUEL SERIES TO THE LAST SURVIVORS - Complete):', 'The Ruins Book 1', 'The Ruins Book 2', 'The Ruins Book 3', 'The Ruins Book 4 (JUST RELEASED JANUARY 2018!)', 'Check out the Contamination Prequel - FREE Zombie book for kindle out now.']}",4.8,5,"['About the Author', 'T.W. Piperbrook was born and raised in Connecticut, where he still resides today. He is the author of the best-selling CONTAMINATION series, the author of OUTAGE, and the co-author of THE LAST SURVIVORS. He lives with his wife, a son, and the spirit of his Boston Terrier.']","[{'large': 'https://m.media-amazon.com/images/I/51+VfZjTZxL._SY344_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]","['Literature & Fiction', 'Genre Fiction']",1500256897
Simantov,"{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Asaf Ashery', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",3.8,16,"['Review', '""A keen eye for complex relationships deepens Ashery’s solid debut…\xa0This moody, intricately constructed procedural’s exploration of gendered power struggles operates on levels both mythic and intimate… The accessible prose and nuanced characterization are sure to please urban fantasy readers.""', '–', 'Publishers Weekly', '""', 'Simantov', 'is one of those rare books that combines mystery, Jewish lore and wonderful writing. Asaf Ashery can tell a story that keeps you up at night just to find out what happens next, while never wanting the story to end.""', '–', 'Keren Landsman, author of', 'The Heart of the Circle', '""The most intelligent supernatural thriller ever written in Hebrew""', '–', 'Ariana Melamed', ', Haaretz', 'About the Author', 'Asaf ashery is an Author, editor, academic and screenwriter. He is also a functioning workaholic, an organic vegetable grower and a dog Lover. He lives in a cooperative village in the Jerusalem Mountains with his lovely wife, Yael and his rescue dog - Bill.', '--This text refers to the', 'paperback', 'edition.']","[{'large': 'https://m.media-amazon.com/images/I/41MuLqSR+hL.jpg', 'variant': 'MAIN'}]","['Literature & Fiction', 'Genre Fiction']",B07VJBC3MF
"Modern Fishing Lure Collectibles, Vol. 3: Identification & Value Guide","{'avatar': 'https://m.media-amazon.com/images/I/01Kv-W2ysOL._SY600_.png', 'name': 'Russell E. Lewis', 'about': ['Discover more of the author’s books, see similar authors, read author blogs and more']}",4.3,10,"['Review', 'The great variety of fishing lures with the differences in their bright markings and sizes can be disarming to even experienced collectors. With his 20 years experience as a collector, Lewis makes sense of this area of collecting by classifying the lures by their makers, and with introductory essays on ""Dating Techniques"" and the ""Modern Era."" The chapters with the classifications are more than simple listings of numerous lures....-Henry Berry', 'About the Author', ""Russell E. Lewis is the author of Modern Fishing Lure Collectibles, Volume 1 and Modern Fishing Lure Collectibles, Volume 2, as well as co-author of Captain John's Fishing Tackle Price Guide. Having collected fishing lures since 1950, he and his wife run a business, Heritage Tackle 'n Tiques, where he deals fishing lures online and at antique shows.""]","[{'large': 'https://m.media-amazon.com/images/I/31NGzaPRWPL._BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]","['Crafts, Hobbies & Home']",1574324225
The Strong-Willed Child: Birth Through Adolescence,"{'avatar': 'https://m.media-amazon.com/images/I/41krwRRXGJL._SY600_.jpg', 'name': 'James C. Dobson', 'about': [""James C. Dobson, Ph.D., hosts the daily radio program Dr. James Dobson's Family Talk."", ""A licensed psychologist and marriage, family, and child counselor, he is a clinical member of the American Association for Marriage and Family Therapy. For 14 years Dr. Dobson was an associate clinical professor of pediatrics at the University of Southern California School of Medicine, and he served for 17 years on the attending staff of Children's Hospital Los Angeles in the Division of Child Development and Medical Genetics. He earned a Ph.D. from the University of Southern California (1967) in the field of child development."", ""He is the author of more than 50 books, including The New Dare to Discipline, The New Strong-Willed Child, When God Doesn't Make Sense, Night Light, Bringing Up Boys, and the New York Times bestseller Bringing Up Girls."", ""Heavily involved in influencing governmental policies related to the family, Dr. Dobson was appointed by President Ronald Reagan to the National Advisory Commission to the Office of Juvenile Justice and Delinquency Prevention. He has also served on the Attorney General's Advisory Board on Missing and Exploited Children, the Department of Health and Human Services' Panel on Teen Pregnancy Prevention, and the Commission on Child and Family Welfare. He was elected in 2008 to the National Radio Hall of Fame, and in 2009 received the Ronald Reagan Lifetime Achievement Award."", 'Dr. Dobson is married to Shirley and is the father of two grown children, Danae and Ryan, and the grandfather of Lincoln and Luci Rose. He resides in Colorado.', 'Connect with Dr. Dobson on:', 'DrJamesDobson.org', 'Facebook (@DrJamesDobsonFamilyInstitute)', 'Twitter (@DrJamesDobsonFT)']}",4.4,212,[],"[{'large': 'https://m.media-amazon.com/images/I/41ASw-OGt-L._SY291_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]",[],084236661X
"Cheer Up, Ben Franklin! (Young Historians)","{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/avke92o5da1nlk32stotvfjf5n._SY600_.jpg', 'name': 'Misti Kenison', 'about': ['Misti Kenison is a web/graphic designer and owner of MK Design. She is the author and illustrator of numerous board books series. As a mom, she believes strongly in encouraging literacy at a very young age, and hopes that this series will be a great tool for other parents to do so as well. Misti, her husband, and their two children live in Fort Smith, Arkansas.']}",4.7,51,"['About the Author', 'Misti Kenison', 'is a web/graphic designer and owner of MK Design. As a mom, she believes strongly in encouraging literacy at a very young age, and hopes that this series will be a great tool for other parents to do so as well. She lives in Little Rock, Arkansas, with her husband and two children.']","[{'large': 'https://m.media-amazon.com/images/I/51frp1U2jAL._SY498_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]","[""Children's Books"", 'History']",1492652474
Route 66 Dream Castle: Claude Calmes and Clinton's Hotel Calmez,,5.0,3,[],"[{'large': 'https://m.media-amazon.com/images/I/51Y8wh0aWiL._SX346_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],1938923391
Hollywood Confessions: Hollywood Headlines Book #3 (Hollywood Headlines Mysteries),"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/k6127ea22g6p8f2d71oe76opi7._SY600_.jpg', 'name': 'Gemma Halliday', 'about': [""Gemma Halliday is the #1 Amazon, New York Times &amp; USA Today bestselling author of several mystery series, suspense novels, and young adult books. Gemma's books have received numerous awards, including a Golden Heart, two National Reader's Choice awards, three RITA nominations, and a RONE award for best mystery. She currently lives in the San Francisco Bay Area with her large, loud, and loving family."", ""Want a FREE ebook? Sign up for Gemma's newsletter and get a free ebook as a thank you! http://www.gemmahalliday.com""]}",4.4,167,"['About the Author', 'Gemma Halliday is the #1 Amazon,', 'New York Times', ', and', 'USA Today', ""bestselling author of several mystery and suspense novels. Gemma's books have received numerous awards, including a Golden Heart, two National Reader's Choice awards, a RONE award for best mystery, and three RITA nominations. She currently lives in the San Francisco Bay Area with her large, loud, and loving family.To try one of Gemma's books for FREE, sign up for her newsletter at gemmahalliday.com""]","[{'large': 'https://m.media-amazon.com/images/I/51Wxei0kaNL._SY291_BO1,204,203,200_QL40_FMwebp_.jpg', 'variant': 'MAIN'}]","['Literature & Fiction', 'Genre Fiction']",1463534795
Buddy the Soldier Bear,"{'avatar': 'https://m.media-amazon.com/images/S/amzn-author-media-prod/2lu3hpmm7s3pjvmvbsa9009dhl._SY600_.jpg', 'name': 'Marie Joy', 'about': ['Buddy the Soldier Bear is Marie Joy\'s first children\'s book. It began as a sketch of a bear on a piece of paper at work one day, and developed into a charming tale that gives back to those who serve our country. Marie has a master\'s degree in Leadership from Grand Canyon University. She volunteers with the Blue Star Moms. She grew up in Massachusetts and New Jersey and currently resides in Scottsdale, Arizona with her husband. She has worked in healthcare, education, publishing, and the travel industry. She loves to travel and is a self-proclaimed ""cruise addict,"" though one of her favorite places to travel is visiting her beloved grandsons in Kentucky. Marie\'s dad served in WWII and her oldest son served in Iraq and Afghanistan. When sending care packages to soldiers, she always dreamed of writing a children\'s story that could give back to our brave warriors. Through her writing, she hopes to inspire children to dream big, and to bring awareness to military and veteran causes. Buddy the Soldier Bear donates to nonprofit organizations who support active duty military and veteran\'s causes.']}",4.8,100,"['About the Author', 'Buddy the Soldier Bear is Marie Joy\'s first children\'s book. It began as a sketch of a bear on a piece of paper at work one day, and developed into a charming tale that gives back to those who serve our country. Marie has a master\'s degree in Leadership from Grand Canyon University. She volunteers with the Blue Star Moms. She grew up in Massachusetts and New Jersey and currently resides in Scottsdale, Arizona with her husband. She has worked in healthcare, education, publishing, and the travel industry. She loves to travel and is a self-proclaimed ""cruise addict,"" though one of her favorite places to travel is visiting her beloved grandsons in Kentucky. Marie\'s dad served in WWII and her oldest son served in Iraq and Afghanistan. When sending care packages to soldiers, she always dreamed of writing a children\'s story that could give back to our brave warriors. Through her writing, she hopes to inspire children to dream big, and to bring awareness to military and veteran causes. Buddy the Soldier Bear donates to nonprofit organizations who support active duty military and veteran\'s causes.']","[{'large': 'https://m.media-amazon.com/images/I/51ube+GS8PL._SX258_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]","[""Children's Books"", 'Literature & Fiction']",099792490X
How To Draw Manga Supersize Volume 2 (How to Draw Manga (Antarctic Press)),,4.1,4,[],"[{'large': 'https://m.media-amazon.com/images/I/51U+3Gykb4L._SX382_BO1,204,203,200_.jpg', 'variant': 'MAIN'}]",[],0972897801
